quarter,industry1,industry2,industry3,overtime_paid_hours
2011-Q2,services,accommodation and food services,accommodation,1.8
2011-Q2,services,accommodation and food services,food and beverage services,1.4
2011-Q2,services,information and communications,"telecommunications, broadcasting and publishing",1
2011-Q2,services,information and communications,it and other information services,0.1
2011-Q2,services,financial and insurance services,financial services,0.2
2011-Q2,services,financial and insurance services,insurance services,0.4
2011-Q2,services,real estate services,real estate services,2.3
2011-Q2,services,professional services,"legal, accounting and management services",0.6
2011-Q2,services,professional services,architectural and engineering services,2.8
2011-Q2,services,professional services,other professional services,2
2011-Q2,services,administrative and support services,security and investigation,9.9
2011-Q2,services,administrative and support services,cleaning and landscaping,3.7
2011-Q2,services,administrative and support services,other adminstrative and support services,3.8
2011-Q2,services,"community, social and personal services",public administration and education,0.1
2011-Q2,services,"community, social and personal services",health and social services,0.6
2011-Q2,services,"community, social and personal services","arts, entertainment and recreation",1.2
2011-Q2,services,"community, social and personal services","other community, social and personal services",1.9
2011-Q2,others,others,others,3
2011-Q3,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",4.7
2011-Q3,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",5.9
2011-Q3,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",3
2011-Q3,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",8.6
2011-Q3,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",4.8
2011-Q3,manufacturing,transport equipment,transport equipment,9.7
2011-Q3,manufacturing,other manufacturing industries,other manufacturing industries,6.6
2011-Q3,construction,construction,construction,8
2011-Q3,services,wholesale and retail trade,wholesale trade,1.7
2011-Q3,services,wholesale and retail trade,retail trade,2.1
2011-Q3,services,transportation and storage,land transport and supporting services,4.6
2011-Q3,services,transportation and storage,water transport and supporting services,2
2011-Q3,services,transportation and storage,air transport and supporting services,2.9
2011-Q3,services,transportation and storage,other transport and storage services,3.9
2011-Q3,services,accommodation and food services,accommodation,1.9
2011-Q3,services,accommodation and food services,food and beverage services,1.7
2011-Q3,services,information and communications,"telecommunications, broadcasting and publishing",0.9
2011-Q3,services,information and communications,it and other information services,0.3
2011-Q3,services,financial and insurance services,financial services,0.2
2011-Q3,services,financial and insurance services,insurance services,0.4
2011-Q3,services,real estate services,real estate services,2
2011-Q3,services,professional services,"legal, accounting and management services",0.8
2011-Q3,services,professional services,architectural and engineering services,3.7
2011-Q3,services,professional services,other professional services,1.2
2011-Q3,services,administrative and support services,security and investigation,11
2011-Q3,services,administrative and support services,cleaning and landscaping,2.1
2011-Q3,services,administrative and support services,other adminstrative and support services,3.4
2011-Q3,services,"community, social and personal services",public administration and education,0.1
2011-Q3,services,"community, social and personal services",health and social services,0.6
2011-Q3,services,"community, social and personal services","arts, entertainment and recreation",1.5
2011-Q3,services,"community, social and personal services","other community, social and personal services",1.6
2011-Q3,others,others,others,3.3
2011-Q4,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",5
2011-Q4,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",5.7
2011-Q4,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",3.1
2011-Q4,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",8.1
2011-Q4,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",4.2
2011-Q4,manufacturing,transport equipment,transport equipment,9.5
2011-Q4,manufacturing,other manufacturing industries,other manufacturing industries,6.7
2011-Q4,construction,construction,construction,7.7
2011-Q4,services,wholesale and retail trade,wholesale trade,1.7
2011-Q4,services,wholesale and retail trade,retail trade,2.3
2011-Q4,services,transportation and storage,land transport and supporting services,6.3
2011-Q4,services,transportation and storage,water transport and supporting services,2
2011-Q4,services,transportation and storage,air transport and supporting services,2.3
